name,year,rating,metascore,vote,imdb_id,poster,genre,certificate,runtime,director_actor,story,imdbId,movieId,tmdbId,title,genres,genre1
Midnight FM,2010,6.5,,2192,tt1825955,https://m.media-amazon.com/images/M/MV5BOTM1NGUxZTctZDY1MC00OTM0LWFmMDQtODAwNTM4MDEyOWI3XkEyXkFqcGdeQXVyNzI1NzMxNzM@..jpg,"
Action, Crime, Thriller            ",Not Rated,106 min,"
    Director:
Sang Man Kim
| 
    Stars:
Soo Ae, 
Ji-Tae Yoo, 
Joon-Ha Lee, 
Dong-seok Ma
","
    Sun-young, a popular radio host, decides to quit her job to take care of her ill-daughter. But, the last day of her job turns nightmarish when a murderer takes her family hostage.",1825955,144444,55758,Midnight FM (2010),Crime|Mystery|Thriller,Crime
Bleak Night,2010,7.1,,971,tt1836099,https://m.media-amazon.com/images/M/MV5BOTcyYmE4ZjMtNWMyYi00ZWFiLTg2YmMtMzViODA1YmI2YjIzXkEyXkFqcGdeQXVyMzE4MDkyNTA@..jpg,"
Drama            ",PG-13,116 min,"
    Director:
Sung-hyun Yoon
| 
    Stars:
Lee Jehoon, 
Jung-min Park, 
Jun-Yeong Seo
","
    Three best friends, Ki-tae, Dong-yoon, and Hee-june; they thought their friendship would last forever. A few tiny cracks of distrust start to develop among these best friends. Ki-tae and ...                See full summary »
",1836099,118236,74092,Bleak Night (2010),Drama,Drama
The Unjust,2010,6.7,,1766,tt1843120,https://m.media-amazon.com/images/M/MV5BMTY2MTI5ODIzMl5BMl5BanBnXkFtZTgwNzI3MDE0MjE@..jpg,"
Action, Crime, Drama            ",Not Rated,119 min,"
    Director:
Seung-wan Ryoo
| 
    Stars:
Jung-min Hwang, 
Seung-bum Ryoo, 
Hae-Jin Yoo, 
Ho-jin Chun
","
    When the most probable serial killer suspect dies and the case looks like it's reached a dead end, police brass decide to create a killer - and anyone will do.",1843120,144362,61062,The Unjust (2010),Crime|Thriller,Crime
The Day He Arrives,2011,7,83,2066,tt1922561,https://m.media-amazon.com/images/M/MV5BMTUwOTM0NjkzNV5BMl5BanBnXkFtZTcwMjE5MzA1Nw@@..jpg,"
Comedy, Drama            ",Not Rated,79 min,"
    Director:
Sang-soo Hong
| 
    Stars:
Joon-Sang Yoo, 
Sang-Jung Kim, 
Seon-mi Song, 
Bo-kyeong Kim
","
    A professor in the film department at a provincial university goes to Seoul to meet his senior, who works as a film critic, and stays in a northern Seoul village for three days.",1922561,98631,85525,"Day He Arrives, The (Book chon bang hyang) (2011)",Drama|Romance,Drama
The Cat,2011,5.8,,1065,tt1935094,https://m.media-amazon.com/images/M/MV5BMjEwOTI3NDIxNl5BMl5BanBnXkFtZTgwMDY5MTAwMTE@..jpg,"
Drama, Horror, Mystery            ",Not Rated,106 min,"
    Director:
Seung-wook Byeon
| 
    Stars:
Dong-wook Kim, 
Ye-ron Kim, 
Min-Jae Kim, 
Da-eun Sin
","
    A young woman is murdered on an elevator and the only witness is her cat Bidan. Her friend So-yeon brings the cat home and wild and disturbing things begin to happen.",1935094,144490,75931,The Cat (2011),Mystery,Mystery
Don't Click,2012,4.8,,484,tt1935785,https://m.media-amazon.com/images/M/MV5BZjZmNmUzNDMtOGVmMC00ZmEyLWJhM2MtYzNmY2RlYjBkMGY2XkEyXkFqcGdeQXVyMzE4MDkyNTA@..jpg,"
Horror, Mystery, Thriller            ",,93 min,"
    Director:
Tae-kyeong Kim
| 
    Stars:
Bo-Young Park, 
Joo Won, 
Byeol Kang, 
Choi Ji Heon
","
    You better not click if you want to survive.",1935785,144572,132957,Don't Click (2012),Crime|Horror|Mystery,Crime
Sunny,2011,7.8,,4850,tt1937339,https://m.media-amazon.com/images/M/MV5BMTk2MTgxMjgxNl5BMl5BanBnXkFtZTgwOTU2MTAzMjE@..jpg,"
Comedy, Drama            ",PG-13,124 min,"
    Director:
Hyeong-Cheol Kang
| 
    Stars:
Ho-jeong Yu, 
Eun-kyung Shim, 
Hee-kyung Jin, 
Min-yeong Kim
","
    Seven girls become good friends in high school, then events pull them apart for 25 years. When one of the friends lies dying in a hospital, she wishes to see each of them one last time.",1937339,100060,77117,Sunny (Sseo-ni) (2011),Drama,Drama
White: The Melody of the Curse,2011,6,,1307,tt1984177,https://m.media-amazon.com/images/M/MV5BMTcxMDgwNDczOV5BMl5BanBnXkFtZTgwOTM4MTAzMjE@..jpg,"
Horror, Music, Mystery            ",PG-13,106 min,"
    Directors:
Gok Kim, 
Sun Kim
| 
    Stars:
Hahm Eun-Jung, 
Woo-seul-hye Hwang, 
Maydoni, 
Choi Ah-ra
","
    Girl group ""Pink Dolls"" is always pushed into the background by other popular idols. When the girls release their new song ""White"", a remake from unknown origins they become instant sensations.",1984177,124300,74860,White: The Melody of the Curse (2011),Horror,Horror
Moby Dick,2011,6.3,,314,tt1984208,https://m.media-amazon.com/images/M/MV5BZWQyYmNkMDctNDc2My00Njk3LWJlNDMtMGU3OTIzYTJkMWE0XkEyXkFqcGdeQXVyOTExODQ3OQ@@..jpg,"
Action            ",,112 min,"
    Director:
In-je Park
| 
    Stars:
Jung-min Hwang, 
Goo Jin, 
Min-hee Kim, 
Sang-ho Kim
","
    A mysterious explosion occurs at the Balam Bridge in Seoul on November 20th, 1994. In front of hot-blooded local news reporter Lee Bang-Woo, Yoon Hyeok appears. Yoon Hyeok is from the same ...                See full summary »
",1984208,131437,75006,Moby Dick (2011),Action|Horror|Thriller,Action
In Another Country,2012,6.4,69,2901,tt1989712,https://m.media-amazon.com/images/M/MV5BMTU3NTY0MDY1MV5BMl5BanBnXkFtZTcwNzM4MzM3OA@@..jpg,"
Drama            ",Not Rated,89 min,"
    Director:
Sang-soo Hong
| 
    Stars:
Isabelle Huppert, 
Joon-Sang Yoo, 
Yu-mi Jung, 
Yuh-Jung Youn
","
    A three-tiered story centered on a trio of French tourists visiting the same seaside resort.",1989712,139068,103753,In Another Country (2012),Drama,Drama
The Front Line,2011,7.4,59,5750,tt2007387,https://m.media-amazon.com/images/M/MV5BMzM1NzM2NzM0NF5BMl5BanBnXkFtZTcwMzY0NDUyNw@@..jpg,"
Action, Drama, History            ",Not Rated,133 min,"
    Director:
Hun Jang
| 
    Stars:
Ha-kyun Shin, 
Soo Go, 
Seung-su Ryu, 
Chang-Seok Ko
","
    A drama centered on the Korean War's final battle that will determine the border between north and south.",2007387,112811,79553,"Front Line, The (Go-ji-jeon) (2011)",Drama|War,Drama
Quick,2011,5.8,,990,tt2007413,https://m.media-amazon.com/images/M/MV5BODc1MDA0NjM5NF5BMl5BanBnXkFtZTgwMTU3MTAzMjE@..jpg,"
Action, Comedy, Crime            ",Not Rated,115 min,"
    Director:
Beom-gu Cho
| 
    Stars:
Min-ki Lee, 
Ye-won Kang, 
In-kwon Kim, 
Chang-Seok Ko
","
    A famous biker named Gi-su (Lee Min-ki) has to deliver a bomb on his helmet under 30 minutes with his new girlfriend Ah-rom (Kang Ye-won) before it explodes.",2007413,144514,77175,Quick (2011),Action|Comedy|Thriller,Action
Hindsight,2011,6.3,,1172,tt2015315,https://m.media-amazon.com/images/M/MV5BMjQzODUyMTk2MF5BMl5BanBnXkFtZTgwODA4MTAzMjE@..jpg,"
Action, Drama            ",Not Rated,122 min,"
    Director:
Hyun-seung Lee
| 
    Stars:
Kang-ho Song, 
Se-Kyung Shin, 
Jeong-myeong Cheon, 
Min-Joon Kim
","
    A young assassin is sent to kill and retired mob boss. But things get complicated when she begins to like him.",2015315,144432,81460,Hindsight (2011),Action|Crime|Romance,Action
Blind,2011,6.8,,2389,tt2025506,https://m.media-amazon.com/images/M/MV5BMTkzNzM0NjE2Nl5BMl5BanBnXkFtZTgwNDQ3ODE3MDE@..jpg,"
Action, Crime, Drama            ",Not Rated,111 min,"
    Director:
Sang-hoon Ahn
| 
    Stars:
Ha-neul Kim, 
Seung-ho Yoo, 
Hie-bong Jo, 
Yang Yeong-jo
","
    Su-a loses her sight and kid brother in a car accident. No more police academy. 3 years later she takes a taxi which hits a woman. Su-a gets out. After reporting it, a cop works with her learning that her 4 other senses ""see"".",2025506,93552,79374,Blind (Beul-la-in-deu) (2011),Drama|Horror|Thriller,Drama
War of the Arrows,2011,7.2,,10808,tt2025526,https://m.media-amazon.com/images/M/MV5BMTgwMjAyNzA0N15BMl5BanBnXkFtZTcwMTcxOTIwNw@@..jpg,"
Action, History, War            ",R,122 min,"
    Director:
Han-min Kim
| 
    Stars:
Hae-il Park, 
Seung-ryong Ryu, 
Mu-Yeol Kim, 
Chae-Won Moon
","
    A skilled Korean archer goes up against the mighty force of Manchus with the sole purpose of rescuing his kidnapped sister.",2025526,96302,79224,War of the Arrows (Choi-jong-byeong-gi Hwal) (2011),Action,Action
Silenced,2011,8.1,,10059,tt2070649,https://m.media-amazon.com/images/M/MV5BMTUyNTc3NTg3M15BMl5BanBnXkFtZTgwMzc1MTAzMjE@..jpg,"
Drama            ",Not Rated,125 min,"
    Director:
Dong-hyuk Hwang
| 
    Stars:
Yoo Gong, 
Yu-mi Jung, 
Hyeon-soo Kim, 
Jee-Young Kim
","
    Based on real events, this film depicts the story of a school for the hearing-impaired where young deaf students were sexually assaulted by the faculty members over a long period of time.",2070649,142184,81481,Silenced (2011),Drama,Drama
The Client,2011,6.8,,1325,tt2072962,https://m.media-amazon.com/images/M/MV5BYTFjMDMwZGItZDcwZC00NmI5LTgzZTMtMTNhNmRjOGVkODNkXkEyXkFqcGdeQXVyOTExODQ3OQ@@..jpg,"
Drama, Thriller            ",Not Rated,123 min,"
    Director:
Young-Sung Sohn
| 
    Stars:
Jung-woo Ha, 
Hee-soon Park, 
Hyuk Jang, 
Dong-il Sung
","
    Elite attorney Kang Seong-Hee goes up against a top prosecutor over a case involving a man accused of killing his wife.",2072962,144504,81242,The Client (2011),Drama|Thriller,Drama
Always,2011,7.8,,7600,tt2082180,https://m.media-amazon.com/images/M/MV5BMTc4NjcwNDIwNl5BMl5BanBnXkFtZTcwNTA0NTg2Nw@@..jpg,"
Action, Drama, Romance            ",,108 min,"
    Director:
Il-gon Song
| 
    Stars:
Ji-seob So, 
Hyo-joo Han, 
Shin-il Kang, 
Cheol-min Park
","
    A love story centered on ex-boxer Chul-min and a blind telemarketer Jung-hwa.",2082180,139553,86000,Always (2011),Drama,Drama
Nameless Gangster: Rules of the Time,2012,7.1,,5349,tt2082221,https://m.media-amazon.com/images/M/MV5BMjA4NTY0OTQxMV5BMl5BanBnXkFtZTgwMTgxNDcyNjE@..jpg,"
Action, Crime, Drama            ",Not Rated,134 min,"
    Director:
Jong-bin Yoon
| 
    Stars:
Min-sik Choi, 
Jung-woo Ha, 
Jin-woong Cho, 
Dong-seok Ma
","
    On the verge of being fired, a corrupt customs official finds a haul of drugs and teams up with a vicious gangster to become the most powerful crime partnership in Busan.",2082221,99964,89501,Nameless Gangster (Bumchoiwaui junjaeng) (2012),Crime|Thriller,Crime
Spellbound,2011,6.9,,2767,tt2132405,https://m.media-amazon.com/images/M/MV5BMTc3NzAwOTk1MF5BMl5BanBnXkFtZTgwMTY2MTAzMjE@..jpg,"
Comedy, Horror, Romance            ",PG-13,114 min,"
    Director:
In-ho Hwang
| 
    Stars:
Ye-jin Son, 
Min-ki Lee, 
Cheol-min Park, 
Hyun-sook Kim
","
    A magician meets an eccentric girl and offers her to work together in his magic show. It is only until a year later that he starts to know her personally and develops a feeling towards her despite her own problems.",2132405,149508,92499,Spellbound (2011),Comedy|Romance,Comedy
Deranged,2012,6.4,,1981,tt2173024,https://m.media-amazon.com/images/M/MV5BMTUyMDEzMjk3NF5BMl5BanBnXkFtZTgwMDU0MTAzMjE@..jpg,"
Drama            ",Not Rated,109 min,"
    Director:
Jeong-woo Park
| 
    Stars:
Myung-Min Kim, 
Jung-hee Moon, 
Dong-wan Kim, 
Lee Hanee
","
    Jae-hyuk is an ordinary man in his 40s. He works as a medical supplies salesman and is hassled by doctors all day. His brother Jae-pil is a detective that is not all that interested in ...                See full summary »
",2173024,144440,121491,Deranged (2012),Thriller,Thriller
Howling,2012,6.2,,1717,tt2186819,https://m.media-amazon.com/images/M/MV5BMTYxNjQ4MzczMF5BMl5BanBnXkFtZTgwODI1MTAzMjE@..jpg,"
Action, Thriller            ",Not Rated,114 min,"
    Director:
Ha Yoo
| 
    Stars:
Kang-ho Song, 
Nayoung Lee, 
Jang In-ho, 
In-gi Jeong
","
    Veteran detective Sang-gil and beat cop Eun-yeong are in charge of a case that seems to involve a simple act of self-immolation. Sang-gil initially thinks that it was an accident, but dog ...                See full summary »
",2186819,144550,116227,Howling (2012),Mystery|Thriller,Mystery
Soar Into the Sun,2012,6,,1498,tt2253742,https://m.media-amazon.com/images/M/MV5BMjE1NzIzMDI5Nl5BMl5BanBnXkFtZTgwMzUzMTAzMjE@..jpg,"
Action, Drama, Romance            ",PG-13,113 min,"
    Director:
Dong-won Kim
| 
    Stars:
Rain, 
Joon-Sang Yoo, 
Seong-su Kim, 
Lee Hana
","
    After he performs a dangerous dare-devil stunt at an air show, South Korean Air Force pilot Tae-hun is kicked out of the elite Black Eagles flying team and transferred to a combat unit ...                See full summary »
",2253742,144492,124294,R2B: Return to Base (2012),Action|Drama|Romance,Action
Masquerade,2012,7.8,,5691,tt2290840,https://m.media-amazon.com/images/M/MV5BODMzYmI3MjgtNDY4MS00YzVjLTg0MDctYzVlZDM2MmRlMmZjXkEyXkFqcGdeQXVyMjQ1NjEyNzE@..jpg,"
Drama, History            ",Not Rated,131 min,"
    Director:
Chang-min Choo
| 
    Stars:
Byung-hun Lee, 
Seung-ryong Ryu, 
Hyo-joo Han, 
In-kwon Kim
","
    A look-alike commoner is secretly hired to take the place of a poisoned king to save his country from falling into chaos.",2290840,106109,133200,"Masquerade (Gwanghai, Wangyidoen namja) (2012)",Drama,Drama
Doomsday Book,2012,5.9,,3128,tt2297164,https://m.media-amazon.com/images/M/MV5BMTgyNTA3NjM0MV5BMl5BanBnXkFtZTgwMjUxNzIwMTE@..jpg,"
Comedy, Drama, Fantasy            ",Not Rated,115 min,"
    Directors:
Pil-sung Yim, 
Jee-woon Kim
| 
    Stars:
Doona Bae, 
Ji-hee Jin, 
Yun-hie Jo, 
Bong Joon Ho
","
    The First Chapter of The Anthology Film- In A Brave New World, a mysterious virus brings the city to ruins and zombies flood the streets of Seoul. The Chapter 2, The Heavenly Creature, a ...                See full summary »
",2297164,96415,118624,Doomsday Book (2012),Comedy|Drama|Horror|Sci-Fi,Comedy
Pieta,2013,7.2,72,12463,tt2299842,https://m.media-amazon.com/images/M/MV5BODQ3Nzg1NjkyNl5BMl5BanBnXkFtZTcwMzEyOTQzOQ@@..jpg,"
Crime, Drama            ",Not Rated,103 min,"
    Director:
Ki-duk Kim
| 
    Stars:
Min-soo Jo, 
Jung-Jin Lee, 
Ki-Hong Woo, 
Eunjin Kang
","
    A loan shark is forced to reconsider his violent lifestyle after the arrival of a mysterious woman claiming to be his long-lost mother.",2299842,106204,123377,Pieta (2013),Drama,Drama
Helpless,2012,6.7,,1713,tt2308725,https://m.media-amazon.com/images/M/MV5BMTU1NDY0NjA2MV5BMl5BanBnXkFtZTgwODIxOTMzMjE@..jpg,"
Drama, Mystery, Thriller            ",Not Rated,117 min,"
    Director:
Young-Joo Byun
| 
    Stars:
Sun-kyun Lee, 
Min-hee Kim, 
Sung-ha Jo, 
Ha-Yoon Song
","
    A man searches for his fiancée who vanished without a trace just before their wedding ceremony, only to discover the shocking identity of her.",2308725,144556,108972,Helpless (2012),Horror|Mystery,Horror
Traffickers,2012,6.3,,603,tt2308860,https://m.media-amazon.com/images/M/MV5BMTU4OTQ3ODQ1OF5BMl5BanBnXkFtZTgwMTcxNDA2NDE@..jpg,"
Action, Crime, Drama            ",Not Rated,111 min,"
    Director:
Hong-seon Kim
| 
    Stars:
Chang Jung Lim, 
Daniel Choi, 
Dal-su Oh, 
Yun-hie Jo
","
    A thriller about the passengers with different objectives on board a cruiser headed for China, being chased over and over again and unexpected happening of things.",2308860,140186,133603,The Traffickers (2012),Action|Drama,Action
A Werewolf Boy,2012,7.3,,6333,tt2315152,https://m.media-amazon.com/images/M/MV5BMTQ5MjI0NDc1MV5BMl5BanBnXkFtZTgwNzkzMTAzMjE@..jpg,"
Fantasy, Romance            ",Not Rated,122 min,"
    Director:
Sung-hee Jo
| 
    Stars:
Joong-Ki Song, 
Bo-Young Park, 
Yeong-ran Lee, 
Young-nam Jang
","
    Summoned by an unexpected phone call, an elderly woman visits the country cottage she lived in as a child. Memories of an orphan boy she knew 47 years ago come flooding back to her.",2315152,109781,128246,"Werewolf Boy, A (Neuk-dae-so-nyeon) (2012)",Drama|Fantasy|Romance,Drama
Architecture 101,2012,7.2,,3054,tt2337981,https://m.media-amazon.com/images/M/MV5BNjE1NTI0ZGEtNDM5Ny00ODExLThkMDAtODQ1YmI5MWYxODZmXkEyXkFqcGdeQXVyMjk3NjE3NTM@..jpg,"
Drama, Romance            ",G,118 min,"
    Director:
Yong-Joo Lee
| 
    Stars:
Tae-woong Eom, 
Ga-in Han, 
Lee Jehoon, 
Suzy Bae
","
    35-year-old architect Seung-Min receives a visit at his office from a woman. Seung-Min doesn't recognize the woman at first, but then realizes the woman is Seo-Yeon. Seo-Yeon is his first ...                See full summary »
",2337981,148693,107235,Architecture 101 (2012),Comedy|Romance,Comedy
Flu,2013,6.7,40,9934,tt2351310,https://m.media-amazon.com/images/M/MV5BMTQ4NzI2OTg5NV5BMl5BanBnXkFtZTgwNjQ3MDgyMjE@..jpg,"
Action, Drama, Sci-Fi            ",Not Rated,122 min,"
    Director:
Sung-su Kim
| 
    Stars:
Hyuk Jang, 
Soo Ae, 
Roxanne Aparicio, 
Jang-Su Bae
","
    Chaos ensues when a lethal, airborne virus infects the population of a South Korean city less than 20 kilometers from Seoul.",2351310,121143,200085,Flu (2013),Action|Drama|Sci-Fi,Action
The Berlin File,2013,6.6,54,6314,tt2357377,https://m.media-amazon.com/images/M/MV5BMjg0OTY4MDE2NV5BMl5BanBnXkFtZTgwOTQyMjEyMjE@..jpg,"
Action, Thriller            ",Not Rated,120 min,"
    Director:
Seung-wan Ryoo
| 
    Stars:
Jung-woo Ha, 
Suk-kyu Han, 
Seung-bum Ryoo, 
Ji-Hyun Jun
","
    Jong-seong, a North Korean ghost agent, interrupts an illegal arms sale in Berlin. A notorious North Korean agent tests the loyalties of everyone involved as Jong-Seong prepares to make the ultimate sacrifice.",2357377,121314,160704,The Berlin File (2013),Action|Drama|Thriller,Action
A Company Man,2012,6.7,,4974,tt2371486,https://m.media-amazon.com/images/M/MV5BMTk4MDM5NTA0MV5BMl5BanBnXkFtZTgwNzU2NjI2MDE@..jpg,"
Action, Drama            ",Not Rated,96 min,"
    Director:
Sang-yoon Lim
| 
    Stars:
Ji-seob So, 
Mi-yeon Lee, 
Do-won Kwak, 
Dong-jun Kim
","
    When a change of heart moves a well-trained hitman to tender his resignation to his employers, no good comes of it for anyone.",2371486,132979,134126,A Company Man (2012),Action|Drama,Action
Confession of Murder,2012,7.1,,8241,tt2468774,https://m.media-amazon.com/images/M/MV5BMjI1ODUxMjc0NV5BMl5BanBnXkFtZTgwNTg3MTcyMTE@..jpg,"
Action, Crime, Thriller            ",Not Rated,119 min,"
    Director:
Byung-gil Jung
| 
    Stars:
Jae-yeong Jeong, 
Shi-hoo Park, 
Hae-Kyun Jung, 
Yeong-ae Kim
","
    Lee Du-seok publishes an autobiography describing murders he committed after the statute of limitations expires. A detective and one of the victim's mothers search for the author while another killer begins a spree of murders.",2468774,131433,140212,Confession of Murder (2012),Action|Thriller,Action
The Tower,2012,6.6,,4942,tt2554270,https://m.media-amazon.com/images/M/MV5BMzEyNTIzODI5NF5BMl5BanBnXkFtZTgwMzI1MTAzMjE@..jpg,"
Action, Drama            ",Not Rated,121 min,"
    Director:
Ji-hoon Kim
| 
    Stars:
Sang-kyung Kim, 
Kyung-gu Sol, 
Ye-jin Son, 
In-kwon Kim
","
    A Christmas Eve party at a luxury residential building takes a horrific turn when a fire breaks out.",2554270,144348,154030,The Tower (2012),Action|Drama,Action
New World,2013,7.6,58,19336,tt2625030,https://m.media-amazon.com/images/M/MV5BMTYxODg5ODMxOV5BMl5BanBnXkFtZTcwNzkwMzYyOQ@@..jpg,"
Action, Crime, Drama            ",Not Rated,135 min,"
    Director:
Hoon-jung Park
| 
    Stars:
Jung-jae Lee, 
Min-sik Choi, 
Jung-min Hwang, 
Sung-woong Park
","
    An undercover cop finds it difficult to play both a cop and a goon.",2625030,103849,165213,New World (Shin-sae-gye) (2013),Thriller,Thriller
Miracle in Cell No. 7,2013,8.2,,14847,tt2659414,https://m.media-amazon.com/images/M/MV5BOGZjZGZmOWQtYTZjNC00ZjIwLTlmODItZDllM2ExNTk5YmU0XkEyXkFqcGdeQXVyNjQ3ODkxMjE@..jpg,"
Comedy, Drama            ",,127 min,"
    Director:
Hwan-kyung Lee
| 
    Stars:
Seung-ryong Ryu, 
So Won Kal, 
Dal-su Oh, 
Man-sik Jeong
","
    A story about the love between a mentally-ill father and his lovingly adorable daughter.",2659414,105340,158445,Miracle in Cell No. 7 (2013),Comedy|Drama,Comedy
The Gifted Hands,2013,6.5,,937,tt2709764,https://m.media-amazon.com/images/M/MV5BMjI3ODQ5MzIxMl5BMl5BanBnXkFtZTgwMzYyMjEyMjE@..jpg,"
Drama, Mystery, Sci-Fi            ",,107 min,"
    Director:
Ho-Young Kwon
| 
    Stars:
Kang-woo Kim, 
Bum Kim, 
Esom, 
Jun-ho Kim
","
    A little girl is kidnapped and murdered in the jurisdiction of gang buster detective Yang Chun-dong, who fights against the gangs for three years now. Also the case of the murdered girl is ...                See full summary »
",2709764,144374,193717,Psychometry (2013),Mystery,Mystery
Running Man,2013,6.4,,600,tt2763764,https://m.media-amazon.com/images/M/MV5BOGYxZjVlYzgtYWQ5OS00ZjI4LTkyMjItMDQzZTVjZDQ1YTI0XkEyXkFqcGdeQXVyMzM4MjM0Nzg@..jpg,"
Action, Adventure, Comedy            ",,127 min,"
    Director:
Dong-oh Jo
| 
    Stars:
Soo-Yeon Han, 
Gi-seop Jeong, 
Seok-yong Jeong, 
Eun-ji Jo
","
    A man who wrongly accused as a murderer know nothing but just running from everyone who want to catch him. Can he reveal the truth before things getting worst?",2763764,144546,194872,Run-ning-maen (2013),Action|Comedy|Thriller,Action
Fists of Legend,2013,6.8,47,1020,tt2828840,https://m.media-amazon.com/images/M/MV5BNDE3ODI2MTY3M15BMl5BanBnXkFtZTgwOTcyMjEyMjE@..jpg,"
Action            ",Not Rated,154 min,"
    Director:
Woo-Suk Kang
| 
    Stars:
Cheol-woo Han, 
Jung-min Hwang, 
Woong-in Jeong, 
Seong-jin Kang
","
    Three old friends and rivals get set to face off on a TV program billed as ""The Greatest Fight Show on Earth"".",2828840,144404,180651,Fists of Legend (2013),Action|Drama,Action
"Secretly, Greatly",2013,6.9,,3369,tt2967578,https://m.media-amazon.com/images/M/MV5BMDgzZjNkMTUtNTdlOC00OGZiLWE2OGUtMzcyOWNiZmRmMzQxXkEyXkFqcGdeQXVyNDE2NjE1Njc@..jpg,"
Action, Comedy, Drama            ",PG-13,124 min,"
    Director:
Cheol-soo Jang
| 
    Stars:
Soo-hyun Kim, 
Gi-woong Park, 
Hyun-Woo Lee, 
Hyeon-ju Son
","
    A group of spies, the 5446 Corps were trained by North Korean special forces since their youth, with a goal of unifying Korea. They are ambitiously dispatched to South Korea, where each ...                See full summary »
",2967578,144580,199584,"Secretly, Greatly (2013)",Action|Comedy|Drama,Action
Montage,2013,7.5,,5399,tt2969522,https://m.media-amazon.com/images/M/MV5BZGQxMDFjOWQtNDlhMi00N2MzLWE5MDAtODEwMTgwNGExNmNkXkEyXkFqcGdeQXVyNDI3NjcxMDA@..jpg,"
Drama, Thriller            ",Not Rated,120 min,"
    Director:
Geun-seop Jeong
| 
    Stars:
Uhm Junghwa, 
Sang-kyung Kim, 
Young-chang Song, 
Hie-bong Jo
","
    15 years ago, a mother lost her child in a kidnapping case. A similar crime happens again and she won't let him go this time.",2969522,144524,195276,Montage (2013),Crime|Mystery|Thriller,Crime
Cold Eyes,2013,7.1,,6153,tt2969656,https://m.media-amazon.com/images/M/MV5BNTJhMjI3NzUtOGQ1Zi00NzY4LWEzYTItOGI1YTVmN2IxNTJjXkEyXkFqcGdeQXVyNjQ3ODkxMjE@..jpg,"
Action, Crime, Thriller            ",Not Rated,119 min,"
    Directors:
Ui-seok Jo, 
Byung-seo Kim
| 
    Stars:
Kyung-gu Sol, 
Woo-sung Jung, 
Hyo-joo Han, 
Jun-Ho Lee
","
    A high-tech police surveillance team attempts to take down a gang of ruthless bank robbers.",2969656,144532,204553,Cold Eyes (2013),Action|Crime,Action
Hwayi: A Monster Boy,2013,7,,3804,tt2972362,https://m.media-amazon.com/images/M/MV5BYWZmNzI5ODYtM2Q1Ni00MjJmLWFjNTctMzY4MTAxYTA5NjU3XkEyXkFqcGdeQXVyMzE4MDkyNTA@..jpg,"
Action, Thriller            ",Not Rated,126 min,"
    Director:
Joon-Hwan Jang
| 
    Stars:
Yoon-seok Kim, 
Jin-gu Yeo, 
Jin-woong Cho, 
Hyun-Sung Jang
","
    A boy with five fathers who is attached to the criminal underworld. A sinister past is about to be revealed as he is forced to join the killing spree.",2972362,144398,214910,Hwayi: A Monster Boy (2013),Action|Thriller,Action
Kundo: Age of the Rampant,2014,6.8,56,2895,tt2972482,https://m.media-amazon.com/images/M/MV5BMjA1MzM0ODIxMl5BMl5BanBnXkFtZTgwNTQ5ODMzMjE@..jpg,"
Action, Drama, History            ",Not Rated,137 min,"
    Director:
Jong-bin Yoon
| 
    Stars:
Jung-woo Ha, 
Dong-won Gang, 
Sung-min Lee, 
Jin-woong Cho
","
    A period action film centered on a militia group who turn against an unjust nobility.",2972482,144422,281780,Kundo: Age of the Rampant (2014),Action|Drama,Action
Killer Toon,2013,6.3,,1597,tt2973516,https://m.media-amazon.com/images/M/MV5BMjMyNzEzNTc1OV5BMl5BanBnXkFtZTgwNzMzNjcyMjE@..jpg,"
Horror, Thriller            ",,104 min,"
    Director:
Yong-gyun Kim
| 
    Stars:
Si-young Lee, 
Ki-joon Uhm, 
Hae-hyo Kwon, 
Kwang-rok Oh
","
    Popular horror web-comic artist Ji Yoon finds life imitating her own work when her publisher turns up dead in a way, precisely mirrors the images in her latest comic.",2973516,144568,204260,Killer Toon (2013),Horror|Thriller,Horror
The Terror Live,2013,7.1,,5479,tt2990738,https://m.media-amazon.com/images/M/MV5BMTJhNDNhZGItZWY2Ni00YmM3LWJmMjctOGJjNmNmZGY4YjVlXkEyXkFqcGdeQXVyNjQ3ODkxMjE@..jpg,"
Action, Thriller            ",Not Rated,97 min,"
    Director:
Byung-woo Kim
| 
    Stars:
Won-Jin Ahn, 
Duk-moon Choi, 
Jin-ho Choi, 
Jung-woo Ha
","
    A newsman discovers he's been rigged with a bomb after he has an exclusive interview with a terrorist who blew up a bridge.",2990738,141139,209764,The Terror Live (2013),Action|Crime|Thriller,Action
Memories of the Sword,2015,6.3,47,1676,tt3054798,https://m.media-amazon.com/images/M/MV5BMTEyMDIxMDQzMTJeQTJeQWpwZ15BbWU4MDExMzg1MjYx..jpg,"
Action, Drama, History            ",Not Rated,120 min,"
    Director:
Heung-sik Park
| 
    Stars:
Byung-hun Lee, 
Go-eun Kim, 
Su-an Kim, 
Do-yeon Jeon
","
    While in medieval Korea, a young girl sets out to revenge the betrayal and the death of her mother. But therefore she must face one of the most powerful men and warriors of the Goryo Dynasty.",3054798,148964,348689,Memories of the Sword (2015),Action|Adventure|Drama,Action
